,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,moving,n_entry_nodes,n_exit_nodes,n_core_nodes,n_paths,congestion,nb_saturated
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,6,7,20,25,0.0,0
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,6,7,20,25,0.0,0
2,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,6,7,20,25,0.014035087719298246,0
3,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,10,6,7,20,25,0.021929824561403508,0
4,0.0,0.25,0.375,0.1,0.0,0.1,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,6,7,20,25,0.06096491228070175,0
5,0.0,0.0,0.0,0.1,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,10,6,7,20,25,0.04868421052631579,0
6,0.125,0.0,0.125,0.2,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,6,7,20,25,0.03903508771929825,0
7,0.0,0.25,0.0,0.2,0.0,0.1,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.16666666666666666,0.0,0.0,0.0,10,6,7,20,25,0.0868421052631579,0
8,0.0,0.0,0.125,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.125,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,10,6,7,20,25,0.1394736842105263,2
9,0.0,0.5,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,10,6,7,20,25,0.07192982456140351,0
10,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.3333333333333333,1.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.2,0.0,0.3333333333333333,0.0,0.0,0.0,10,6,7,20,25,0.11228070175438597,1
11,0.0,0.25,0.0,0.2,0.0,0.0,0.0,0.6666666666666666,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.2,0.0,0.16666666666666666,0.0,0.0,0.0,10,6,7,20,25,0.0868421052631579,0
12,0.0,0.0,0.0,0.1,0.0,0.0,1.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,10,6,7,20,25,0.10701754385964912,1
13,0.0,0.0,0.0,0.1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.2,0.0,0.5,0.0,0.0,0.0,10,6,7,20,25,0.1013157894736842,1
14,0.0,0.25,0.0,0.3,0.0,0.2,0.0,0.0,0.0,0.16666666666666666,0.0,0.25,0.0,0.14285714285714285,0.6,0.0,0.0,0.0,0.0,0.0,10,6,7,20,25,0.10050125313283208,0
15,0.125,0.25,0.0,0.2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.125,0.0,0.0,1.0,0.0,0.16666666666666666,0.0,0.0,0.0,10,6,7,20,25,0.15087719298245614,2
16,0.0,0.0,0.0,0.1,0.0,0.1,1.0,0.3333333333333333,0.0,0.5,0.0,0.125,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,10,6,7,20,25,0.15570175438596492,1
17,0.0,0.25,0.0,0.2,0.0,0.0,0.0,0.6666666666666666,1.0,0.16666666666666666,0.0,0.375,0.0,0.0,0.2,0.0,0.16666666666666666,0.0,0.0,0.0,10,6,7,20,25,0.15921052631578947,1
18,0.125,0.5,0.125,0.4,0.0,0.0,1.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,10,6,7,20,25,0.18333333333333335,2
19,0.0,0.0,0.375,0.2,0.0,0.2,1.0,0.0,1.0,0.3333333333333333,0.0,0.125,0.0,0.0,1.0,0.0,0.0,0.0,0.5,0.0,10,6,7,20,25,0.24912280701754386,3
20,0.0,0.25,0.0,0.1,0.0,0.3,0.0,0.0,1.0,0.16666666666666666,0.0,0.125,0.0,0.0,0.6,0.0,0.16666666666666666,0.0,0.5,0.0,10,6,7,20,25,0.16885964912280702,1
21,0.0,0.5,0.0,0.2,0.0,0.0,1.0,0.3333333333333333,1.0,0.5,0.0,0.125,0.0,0.0,0.6,0.0,0.3333333333333333,0.0,0.0,0.0,10,6,7,20,25,0.24166666666666667,2
22,0.125,0.5,0.0,0.1,0.0,0.2,1.0,0.3333333333333333,1.0,0.3333333333333333,0.0,0.0,0.0,0.14285714285714285,0.2,0.0,0.0,0.0,0.5,0.0,10,6,7,20,25,0.23339598997493732,2
