,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,moving,n_entry_nodes,n_exit_nodes,n_core_nodes,n_paths,congestion,nb_saturated
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,3,6,15,5,0.0,0
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,4,3,6,15,5,0.011904761904761904,0
2,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,4,3,6,15,5,0.019047619047619046,0
3,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.1,0.0,0.0,4,3,6,15,5,0.024489795918367346,0
4,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,4,3,6,15,5,0.028571428571428574,0
5,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.16666666666666666,0.25,0.0,0.0,0.2,0.0,0.0,4,3,6,15,5,0.05119047619047618,0
6,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.16666666666666666,0.125,0.0,0.0,0.3,0.0,0.0,4,3,6,15,5,0.056547619047619055,0
7,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.16666666666666666,0.25,0.0,0.0,0.3,0.0,0.0,4,3,6,15,5,0.06547619047619048,0
8,0.0,0.0,0.0,0.0,0.1,0.3,0.0,0.0,0.0,0.125,0.0,0.14285714285714285,0.3,0.0,0.0,4,3,6,15,5,0.0691326530612245,0
9,0.1,0.0,0.0,0.0,0.1,0.3,0.0,0.0,0.3333333333333333,0.0,0.0,0.14285714285714285,0.1,0.0,0.0,4,3,6,15,5,0.07687074829931972,0
10,0.1,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.125,0.0,0.0,0.5,0.0,0.0,4,3,6,15,5,0.0732142857142857,0
11,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.16666666666666666,0.375,0.0,0.2857142857142857,0.4,0.0,0.0,4,3,6,15,5,0.10195578231292515,0
12,0.1,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.3333333333333333,0.25,0.0,0.2857142857142857,0.3,0.0,0.0,4,3,6,15,5,0.11207482993197279,0
13,0.0,0.0,0.0,0.0,0.1,0.4,0.0,0.0,0.5,0.25,0.0,0.2857142857142857,0.1,0.0,0.0,4,3,6,15,5,0.11683673469387755,0
14,0.1,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.7,0.0,0.0,4,3,6,15,5,0.09591836734693877,0
15,0.0,0.0,0.0,0.0,0.2,0.4,0.0,0.0,0.5,0.25,0.0,0.5714285714285714,0.2,0.0,0.0,4,3,6,15,5,0.15153061224489797,0
16,0.2,0.0,0.0,0.0,0.4,0.4,0.0,0.0,0.3333333333333333,0.0,0.0,0.2857142857142857,0.3,0.0,0.0,4,3,6,15,5,0.13707482993197279,0
17,0.4,0.0,0.0,0.0,0.1,0.4,0.0,0.0,0.3333333333333333,0.375,0.0,0.2857142857142857,0.5,0.0,0.0,4,3,6,15,5,0.1710034013605442,0
18,0.1,0.0,0.0,0.0,0.1,0.3,0.0,0.0,0.6666666666666666,0.625,0.0,0.42857142857142855,0.6,0.0,0.0,4,3,6,15,5,0.2014455782312925,0
19,0.1,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.3333333333333333,0.25,0.0,0.7142857142857143,0.7,0.0,0.0,4,3,6,15,5,0.192687074829932,0
20,0.0,0.0,0.0,0.0,0.2,0.6,0.0,0.0,0.5,0.25,0.0,0.2857142857142857,0.6,0.0,0.0,4,3,6,15,5,0.1739795918367347,0
21,0.2,0.0,0.0,0.0,0.1,0.7,0.0,0.0,0.5,0.125,0.0,0.2857142857142857,0.6,0.0,0.0,4,3,6,15,5,0.17933673469387754,0
22,0.1,0.0,0.0,0.0,0.2,0.5,0.0,0.0,0.5,0.625,0.0,0.14285714285714285,0.7,0.0,0.0,4,3,6,15,5,0.19770408163265302,0
23,0.2,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.375,0.0,0.2857142857142857,0.0,0.0,0.0,4,3,6,15,5,0.10433673469387757,0
24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,4,3,6,15,5,0.017857142857142856,0
25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.0,0.0,0.0,4,3,6,15,5,0.01020408163265306,0
26,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,3,6,15,5,0.0071428571428571435,0
27,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,4,3,6,15,5,0.028571428571428574,0
28,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.375,0.0,0.0,0.2,0.0,0.0,4,3,6,15,5,0.048214285714285716,0
29,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,4,3,6,15,5,0.03571428571428571,0
30,0.0,0.0,0.0,0.0,0.1,0.2,0.0,0.0,0.3333333333333333,0.125,0.0,0.0,0.0,0.0,0.0,4,3,6,15,5,0.05416666666666666,0
31,0.1,0.0,0.0,0.0,0.1,0.2,0.0,0.0,0.0,0.0,0.0,0.2857142857142857,0.2,0.0,0.0,4,3,6,15,5,0.06326530612244897,0
32,0.1,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.16666666666666666,0.125,0.0,0.2857142857142857,0.2,0.0,0.0,4,3,6,15,5,0.06981292517006803,0
33,0.0,0.0,0.0,0.0,0.1,0.2,0.0,0.0,0.3333333333333333,0.25,0.0,0.0,0.2,0.0,0.0,4,3,6,15,5,0.07738095238095237,0
34,0.1,0.0,0.0,0.0,0.2,0.2,0.0,0.0,0.3333333333333333,0.125,0.0,0.14285714285714285,0.2,0.0,0.0,4,3,6,15,5,0.09294217687074828,0
35,0.2,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.3333333333333333,0.25,0.0,0.14285714285714285,0.4,0.0,0.0,4,3,6,15,5,0.10901360544217686,0
36,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.25,0.0,0.14285714285714285,0.5,0.0,0.0,4,3,6,15,5,0.10663265306122449,0
37,0.0,0.0,0.0,0.0,0.2,0.4,0.0,0.0,0.16666666666666666,0.0,0.0,0.14285714285714285,0.4,0.0,0.0,4,3,6,15,5,0.09353741496598642,0
38,0.2,0.0,0.0,0.0,0.1,0.4,0.0,0.0,0.3333333333333333,0.125,0.0,0.2857142857142857,0.3,0.0,0.0,4,3,6,15,5,0.12457482993197277,0
39,0.1,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.16666666666666666,0.5,0.0,0.14285714285714285,0.6,0.0,0.0,4,3,6,15,5,0.12925170068027209,0
40,0.0,0.0,0.0,0.0,0.3,0.3,0.0,0.0,0.3333333333333333,0.375,0.0,0.42857142857142855,0.4,0.0,0.0,4,3,6,15,5,0.1526360544217687,0
41,0.3,0.0,0.0,0.0,0.1,0.4,0.0,0.0,0.16666666666666666,0.125,0.0,0.14285714285714285,0.7,0.0,0.0,4,3,6,15,5,0.13818027210884354,0
42,0.1,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.5,0.5,0.0,0.7142857142857143,0.4,0.0,0.0,4,3,6,15,5,0.17959183673469387,0
43,0.0,0.0,0.0,0.0,0.1,0.5,0.0,0.0,0.3333333333333333,0.125,0.0,0.42857142857142855,0.6,0.0,0.0,4,3,6,15,5,0.14906462585034014,0
44,0.1,0.0,0.0,0.0,0.1,0.3,0.0,0.0,0.6666666666666666,0.5,0.0,0.2857142857142857,0.4,0.0,0.0,4,3,6,15,5,0.1680272108843537,0
45,0.1,0.0,0.0,0.0,0.3,0.6,0.0,0.0,0.5,0.125,0.0,0.42857142857142855,0.4,0.0,0.0,4,3,6,15,5,0.17525510204081632,0
46,0.3,0.0,0.0,0.0,0.1,0.4,0.0,0.0,0.3333333333333333,0.375,0.0,0.5714285714285714,0.5,0.0,0.0,4,3,6,15,5,0.1842687074829932,0
47,0.1,0.0,0.0,0.0,0.2,0.4,0.0,0.0,0.6666666666666666,0.5,0.0,0.2857142857142857,0.6,0.0,0.0,4,3,6,15,5,0.19659863945578232,0
48,0.2,0.0,0.0,0.0,0.1,0.7,0.0,0.0,0.3333333333333333,0.25,0.0,0.5714285714285714,0.7,0.0,0.0,4,3,6,15,5,0.2039115646258503,0
49,0.1,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.5,0.0,0.2857142857142857,0.1,0.0,0.0,4,3,6,15,5,0.10612244897959185,0
50,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,4,3,6,15,5,0.016071428571428573,0
51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,3,6,15,5,0.0,0
52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.14285714285714285,0.0,0.0,0.0,4,3,6,15,5,0.022108843537414966,0
53,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,4,3,6,15,5,0.02619047619047619,0
54,0.1,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.2,0.0,0.0,4,3,6,15,5,0.04047619047619048,0
55,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.16666666666666666,0.125,0.0,0.2857142857142857,0.2,0.0,0.0,4,3,6,15,5,0.06981292517006803,0
56,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.125,0.0,0.2857142857142857,0.2,0.0,0.0,4,3,6,15,5,0.05076530612244897,0
57,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.3333333333333333,0.25,0.0,0.0,0.1,0.0,0.0,4,3,6,15,5,0.055952380952380955,0
58,0.1,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.5,0.0,0.0,0.14285714285714285,0.1,0.0,0.0,4,3,6,15,5,0.0816326530612245,0
59,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.16666666666666666,0.125,0.0,0.0,0.5,0.0,0.0,4,3,6,15,5,0.08511904761904762,0
60,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.2857142857142857,0.4,0.0,0.0,4,3,6,15,5,0.09183673469387754,0
61,0.0,0.0,0.0,0.0,0.3,0.2,0.0,0.0,0.0,0.125,0.0,0.14285714285714285,0.3,0.0,0.0,4,3,6,15,5,0.07627551020408163,0
62,0.3,0.0,0.0,0.0,0.2,0.1,0.0,0.0,0.0,0.25,0.0,0.0,0.4,0.0,0.0,4,3,6,15,5,0.08928571428571429,0
63,0.2,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.3333333333333333,0.625,0.0,0.14285714285714285,0.4,0.0,0.0,4,3,6,15,5,0.13579931972789114,0
64,0.1,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.3333333333333333,0.5,0.0,0.0,0.6,0.0,0.0,4,3,6,15,5,0.13809523809523808,0
65,0.0,0.0,0.0,0.0,0.3,0.4,0.0,0.0,0.16666666666666666,0.5,0.0,0.2857142857142857,0.3,0.0,0.0,4,3,6,15,5,0.13945578231292516,0
66,0.3,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.3333333333333333,0.125,0.0,0.0,0.6,0.0,0.0,4,3,6,15,5,0.11845238095238095,0
67,0.0,0.0,0.0,0.0,0.2,0.4,0.0,0.0,0.16666666666666666,0.375,0.0,0.7142857142857143,0.5,0.0,0.0,4,3,6,15,5,0.16828231292517007,0
68,0.2,0.0,0.0,0.0,0.2,0.3,0.0,0.0,0.16666666666666666,0.125,0.0,0.2857142857142857,0.6,0.0,0.0,4,3,6,15,5,0.13409863945578232,0
69,0.2,0.0,0.0,0.0,0.1,0.6,0.0,0.0,0.3333333333333333,0.375,0.0,0.0,0.7,0.0,0.0,4,3,6,15,5,0.16488095238095238,0
70,0.1,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.16666666666666666,0.375,0.0,0.42857142857142855,0.8,0.0,0.0,4,3,6,15,5,0.17644557823129253,0
71,0.0,0.0,0.0,0.0,0.3,0.5,0.0,0.0,0.3333333333333333,0.5,0.0,0.7142857142857143,0.2,0.0,0.0,4,3,6,15,5,0.18197278911564627,0
72,0.3,0.0,0.0,0.0,0.1,0.3,0.0,0.0,0.5,0.0,0.0,0.42857142857142855,0.5,0.0,0.0,4,3,6,15,5,0.1520408163265306,0
73,0.1,0.0,0.0,0.0,0.1,0.5,0.0,0.0,1.0,0.75,0.0,0.2857142857142857,0.2,0.0,0.0,4,3,6,15,5,0.20969387755102042,1
74,0.1,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.16666666666666666,0.125,0.0,0.0,0.0,0.0,0.0,4,3,6,15,5,0.08511904761904762,0
75,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.16666666666666666,0.125,0.0,0.0,0.0,0.0,0.0,4,3,6,15,5,0.027976190476190477,0
76,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,4,3,6,15,5,0.014285714285714287,0
77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.125,0.0,0.0,0.0,0.0,0.0,4,3,6,15,5,0.03273809523809524,0
78,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,4,3,6,15,5,0.028571428571428574,0
79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.14285714285714285,0.2,0.0,0.0,4,3,6,15,5,0.033418367346938774,0
80,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.16666666666666666,0.0,0.0,0.14285714285714285,0.1,0.0,0.0,4,3,6,15,5,0.04353741496598639,0
81,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.3333333333333333,0.0,0.0,0.14285714285714285,0.1,0.0,0.0,4,3,6,15,5,0.04829931972789115,0
82,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.3,0.0,0.0,4,3,6,15,5,0.054761904761904755,0
83,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.16666666666666666,0.0,0.0,0.2857142857142857,0.2,0.0,0.0,4,3,6,15,5,0.06802721088435373,0
